wav_path,emotion,prompt_id,tts
sentences/azure/fold_5_en-US-SaraNeural/38.wav,happy,idx38,azure
sentences/cosyvoice2/fold_1_nova/38.wav,happy,idx38,cosyvoice2
sentences/genai/fold_3_fenrir/38.wav,happy,idx38,genai
sentences/openai/fold_5_verse/38.wav,happy,idx38,openai
sentences/azure/fold_2_en-US-DavisNeural/14.wav,disgusted,idx14,azure
sentences/cosyvoice2/fold_4_onyx/14.wav,disgusted,idx14,cosyvoice2
sentences/genai/fold_4_kore/14.wav,disgusted,idx14,genai
sentences/openai/fold_5_verse/14.wav,disgusted,idx14,openai
sentences/azure/fold_4_en-US-AriaNeural/51.wav,sad,idx51,azure
sentences/cosyvoice2/fold_2_coral/51.wav,sad,idx51,cosyvoice2
sentences/genai/fold_4_kore/51.wav,sad,idx51,genai
sentences/openai/fold_1_nova/51.wav,sad,idx51,openai
sentences/azure/fold_4_en-US-AriaNeural/50.wav,neutral,idx50,azure
sentences/cosyvoice2/fold_5_verse/50.wav,neutral,idx50,cosyvoice2
sentences/genai/fold_2_leda/50.wav,neutral,idx50,genai
sentences/openai/fold_5_verse/50.wav,neutral,idx50,openai
sentences/azure/fold_1_en-US-JennyNeural/4.wav,angry,idx4,azure
sentences/cosyvoice2/fold_3_echo/4.wav,angry,idx4,cosyvoice2
sentences/genai/fold_5_charon/4.wav,angry,idx4,genai
sentences/openai/fold_2_coral/4.wav,angry,idx4,openai
sentences/azure/fold_5_en-US-SaraNeural/66.wav,surprised,idx66,azure
sentences/cosyvoice2/fold_3_echo/66.wav,surprised,idx66,cosyvoice2
sentences/genai/fold_4_kore/66.wav,surprised,idx66,genai
sentences/openai/fold_2_coral/66.wav,surprised,idx66,openai
sentences/azure/fold_5_en-US-SaraNeural/39.wav,happy,idx39,azure
sentences/cosyvoice2/fold_3_echo/39.wav,happy,idx39,cosyvoice2
sentences/genai/fold_4_kore/39.wav,happy,idx39,genai
sentences/openai/fold_5_verse/39.wav,happy,idx39,openai
sentences/azure/fold_4_en-US-AriaNeural/16.wav,disgusted,idx16,azure
sentences/cosyvoice2/fold_4_onyx/16.wav,disgusted,idx16,cosyvoice2
sentences/genai/fold_4_kore/16.wav,disgusted,idx16,genai
sentences/openai/fold_1_nova/16.wav,disgusted,idx16,openai
sentences/azure/fold_3_en-US-GuyNeural/28.wav,fearful,idx28,azure
sentences/cosyvoice2/fold_3_echo/28.wav,fearful,idx28,cosyvoice2
sentences/genai/fold_3_fenrir/28.wav,fearful,idx28,genai
sentences/openai/fold_1_nova/28.wav,fearful,idx28,openai
sentences/azure/fold_5_en-US-SaraNeural/8.wav,angry,idx8,azure
sentences/cosyvoice2/fold_5_verse/8.wav,angry,idx8,cosyvoice2
sentences/genai/fold_2_leda/8.wav,angry,idx8,genai
sentences/openai/fold_5_verse/8.wav,angry,idx8,openai
sentences/azure/fold_3_en-US-GuyNeural/47.wav,neutral,idx47,azure
sentences/cosyvoice2/fold_5_verse/47.wav,neutral,idx47,cosyvoice2
sentences/genai/fold_2_leda/47.wav,neutral,idx47,genai
sentences/openai/fold_3_echo/47.wav,neutral,idx47,openai
sentences/azure/fold_2_en-US-DavisNeural/26.wav,fearful,idx26,azure
sentences/cosyvoice2/fold_2_coral/26.wav,fearful,idx26,cosyvoice2
sentences/genai/fold_1_zephyr/26.wav,fearful,idx26,genai
sentences/openai/fold_4_onyx/26.wav,fearful,idx26,openai
sentences/azure/fold_5_en-US-SaraNeural/68.wav,surprised,idx68,azure
sentences/cosyvoice2/fold_4_onyx/68.wav,surprised,idx68,cosyvoice2
sentences/genai/fold_2_leda/68.wav,surprised,idx68,genai
sentences/openai/fold_5_verse/68.wav,surprised,idx68,openai
sentences/azure/fold_4_en-US-AriaNeural/59.wav,sad,idx59,azure
sentences/cosyvoice2/fold_4_onyx/59.wav,sad,idx59,cosyvoice2
sentences/genai/fold_1_zephyr/59.wav,sad,idx59,genai
sentences/openai/fold_1_nova/59.wav,sad,idx59,openai
